Latitude,Longitude
8.016516014323393,7.203324308726448
8.461036952645479,7.203324308726448
7.571508843038432,7.652481950786209
8.016516014323393,7.652481950786209
8.461036952645479,7.652481950786209
8.905045463075526,7.652481950786209
7.571508843038432,8.101639592845968
8.016516014323393,8.101639592845968
8.461036952645479,8.101639592845968
8.905045463075526,8.101639592845968
9.348515504033745,8.101639592845968
7.571508843038432,8.55079723490573
8.016516014323393,8.55079723490573
8.461036952645479,8.55079723490573
8.905045463075526,8.55079723490573
9.348515504033745,8.55079723490573
7.571508843038432,8.999954876965491
8.016516014323393,8.999954876965491
8.461036952645479,8.999954876965491
8.905045463075526,8.999954876965491
9.348515504033745,8.999954876965491
9.791421194623803,8.999954876965491
6.680141303269673,9.449112519025253
7.126041779624445,9.449112519025253
7.571508843038432,9.449112519025253
8.016516014323393,9.449112519025253
8.461036952645479,9.449112519025253
8.905045463075526,9.449112519025253
9.348515504033745,9.449112519025253
9.791421194623803,9.449112519025253
6.2338340238658825,9.898270161085012
6.680141303269673,9.898270161085012
7.126041779624445,9.898270161085012
7.571508843038432,9.898270161085012
8.016516014323393,9.898270161085012
8.461036952645479,9.898270161085012
8.905045463075526,9.898270161085012
9.348515504033745,9.898270161085012
9.791421194623803,9.898270161085012
10.233736821851535,9.898270161085012
6.2338340238658825,10.347427803144774
6.680141303269673,10.347427803144774
7.126041779624445,10.347427803144774
7.571508843038432,10.347427803144774
8.016516014323393,10.347427803144774
8.461036952645479,10.347427803144774
8.905045463075526,10.347427803144774
9.348515504033745,10.347427803144774
9.791421194623803,10.347427803144774
10.233736821851535,10.347427803144774
10.675436847723612,10.347427803144774
6.680141303269673,10.796585445204533
7.126041779624445,10.796585445204533
7.571508843038432,10.796585445204533
8.016516014323393,10.796585445204533
8.461036952645479,10.796585445204533
8.905045463075526,10.796585445204533
9.348515504033745,10.796585445204533
9.791421194623803,10.796585445204533
10.233736821851535,10.796585445204533
10.675436847723612,10.796585445204533
11.11649591622169,10.796585445204533
6.680141303269673,11.245743087264295
7.126041779624445,11.245743087264295
7.571508843038432,11.245743087264295
8.016516014323393,11.245743087264295
8.461036952645479,11.245743087264295
8.905045463075526,11.245743087264295
9.348515504033745,11.245743087264295
9.791421194623803,11.245743087264295
10.233736821851535,11.245743087264295
10.675436847723612,11.245743087264295
11.11649591622169,11.245743087264295
7.126041779624445,11.694900729324054
7.571508843038432,11.694900729324054
8.016516014323393,11.694900729324054
8.461036952645479,11.694900729324054
8.905045463075526,11.694900729324054
9.348515504033745,11.694900729324054
9.791421194623803,11.694900729324054
10.233736821851535,11.694900729324054
10.675436847723612,11.694900729324054
11.11649591622169,11.694900729324054
11.556888860147726,11.694900729324054
7.571508843038432,12.144058371383815
8.016516014323393,12.144058371383815
8.461036952645479,12.144058371383815
8.905045463075526,12.144058371383815
9.348515504033745,12.144058371383815
9.791421194623803,12.144058371383815
10.233736821851535,12.144058371383815
10.675436847723612,12.144058371383815
11.11649591622169,12.144058371383815
7.126041779624445,12.593216013443575
7.571508843038432,12.593216013443575
8.016516014323393,12.593216013443575
8.461036952645479,12.593216013443575
8.905045463075526,12.593216013443575
9.348515504033745,12.593216013443575
9.791421194623803,12.593216013443575
10.233736821851535,12.593216013443575
10.675436847723612,12.593216013443575
7.126041779624445,13.042373655503338
7.571508843038432,13.042373655503338
8.016516014323393,13.042373655503338
8.461036952645479,13.042373655503338
8.905045463075526,13.042373655503338
9.348515504033745,13.042373655503338
9.791421194623803,13.042373655503338
10.233736821851535,13.042373655503338
7.571508843038432,13.491531297563098
8.016516014323393,13.491531297563098
8.461036952645479,13.491531297563098
8.905045463075526,13.491531297563098
9.348515504033745,13.491531297563098
9.791421194623803,13.491531297563098
8.016516014323393,13.94068893962286
8.461036952645479,13.94068893962286
8.905045463075526,13.94068893962286
9.348515504033745,13.94068893962286
9.791421194623803,13.94068893962286
10.233736821851535,13.94068893962286
8.016516014323393,14.389846581682619
8.461036952645479,14.389846581682619
8.905045463075526,14.389846581682619
9.348515504033745,14.389846581682619
9.791421194623803,14.389846581682619
10.233736821851535,14.389846581682619
8.016516014323393,14.83900422374238
8.461036952645479,14.83900422374238
8.905045463075526,14.83900422374238
9.348515504033745,14.83900422374238
9.791421194623803,14.83900422374238
9.348515504033745,15.28816186580214
9.791421194623803,15.28816186580214
10.233736821851535,15.28816186580214
9.348515504033745,15.737319507861901
